Province,Basin,Section_name,Monitoring_time,Water_quality_class,Water_temperature(°C),pH,Dissolved_oxygen(mg/L),Electrical_conductivity(μS/cm),Turbidity(NTU),COD_Mn(mg/L),NH3-N(mg/L),TP(mg/L),TN(mg/L),Chlorophyll_a(mg/L),Algae_density(cells/L)
江西省,Yangtze River Basin,蛤蟆石,09-14 20:00,3,30.5,7,3.6,169.7,127.6,2.5,0.02,0.072,0,0.001,650419
江西省,Yangtze River Basin,都昌,09-14 20:00,3,30.9,7,3.6,169.2,142.5,2.2,0.11,0.070,1.99,0.007,7669141
江西省,Yangtze River Basin,仙女湖湖心岛,09-15 00:00,3,31.6,8,7.2,216.4,6.8,4.8,0.17,0.074,0.70,0.008,31511340
山东省,Huai River Basin,崂山水库中心,09-14 20:00,4,26.1,7,2.0,236.6,8.1,3.8,0.06,0.021,2.53,0.029,2086000
山东省,Huai River Basin,峡山水库库中,09-15 00:00,2,26.7,8,6.3,639.8,12.8,4.8,0.09,0.036,0.93,0.005,10917000.00
山东省,Huai River Basin,二级坝,09-15 00:00,3,28.2,8,4.9,747.9,9.5,5.5,0.02,0.043,0.92,0.023,22750000
山东省,Huai River Basin,云蒙湖湖心,09-15 00:00,2,27.1,8,5.0,421.3,4.2,3.6,0.02,0.037,7.48,0.008,3474260
山东省,Hai River Basin,北湖,09-15 00:00,1,26.1,9,8.2,956.3,3.0,2.8,0.02,0.011,1.37,0.012,10172780
河南省,Huai River Basin,白龟山水库,09-15 00:00,2,26.9,8,5.2,396.1,6.4,3.7,0.02,0.026,0.74,0.017,4540150
河南省,Huai River Basin,昭平台水库,09-14 20:00,1,27.4,8,6.5,246.6,10.6,2.5,0.02,0.020,0.43,0.022,1270166
河南省,Yangtze River Basin,五龙泉,09-15 00:00,1,29.0,8,7.6,255.9,4.4,1.7,0.02,0.014,0.78,0.007,902754
河南省,Yangtze River Basin,宋岗,09-15 00:00,1,28.6,8,7.4,287.8,3.2,1.7,0.02,0.008,0.72,0.005,1186560
河南省,Yangtze River Basin,陶岔,09-15 00:00,0,28.9,9,7.8,261.9,2.0,1.7,0.02,0.005,0.86,0.003,852335
河南省,Huai River Basin,饮用水源地取水口,09-15 00:00,1,27.3,8,6.3,159.1,5.2,3.7,0.02,0.013,0.50,0.005,1339883
河南省,Huai River Basin,鲇鱼山水库大坝北,09-14 20:00,1,26.7,7,6.0,93.0,2.3,3.5,0.06,0.012,0.52,0.011,2415316
湖北省,Yangtze River Basin,江夏湖心,09-15 00:00,4,28.5,8,7.4,184.4,49.7,12.6,0.02,0.095,1.16,0.017,127648300
湖北省,Yangtze River Basin,西梁子湖湖心（南北嘴）,09-15 00:00,3,29.2,8,7.9,164.3,24.1,7.3,0.02,0.043,0.92,0.004,91921390
湖北省,Yangtze River Basin,牛山湖湖心,09-15 00:00,3,29.2,8,6.5,195.0,20.4,7.3,0.05,0.042,0.55,0.005,44925480
湖北省,Yangtze River Basin,西梁子湖湖北,09-15 00:00,3,28.8,8,5.4,166.7,30.5,7.3,0.04,0.043,1.02,0.005,53894940
湖北省,Yangtze River Basin,西梁子湖湖南,09-15 00:00,3,27.9,9,8.5,162.1,25.3,6.9,0.02,0.047,0.90,0.002,106649600
湖北省,Yangtze River Basin,丹江口水库坝上中,09-15 00:00,1,27.1,9,8.5,245.4,3.1,0.9,0.07,0.012,0.70,0.094,12808000
湖北省,Yangtze River Basin,隔河岩水库坝上,09-15 00:00,1,22.2,9,7.3,168.6,2.0,0.8,0.02,0.009,1.57,0.0001,3050924
湖北省,Yangtze River Basin,梁子岛水源(七星),09-15 00:00,3,31.2,9,12.4,165.9,28.0,6.8,0.06,0.053,1.01,0.022,181336000
湖北省,Yangtze River Basin,漳河水库库心,09-15 00:00,0,28.7,8,7.8,304.4,1.5,1.7,0.02,0.005,0.54,0.001,5159908
湖北省,Yangtze River Basin,湖心A(洪湖湖心A),09-15 00:00,3,29.6,8,6.5,338.7,160.9,7.0,0.02,0.100,1.02,0.007,132998700
湖北省,Yangtze River Basin,杨柴湖,09-15 00:00,4,28.2,7,2.2,349.3,84.2,5.6,0.09,0.080,0.70,0.005,2863691
湖北省,Yangtze River Basin,排水闸,09-15 00:00,4,28.0,8,6.8,322.2,101.2,7.5,0.02,0.130,1.48,0.021,92725940
湖北省,Yangtze River Basin,湖心B(洪湖湖心B),09-15 00:00,3,29.1,8,6.6,351.2,147.1,5.0,0.12,0.095,1.20,0.011,77674
湖北省,Yangtze River Basin,白莲河水库坝上,09-14 20:00,2,30.7,9,8.8,95.3,5.9,3.0,0.02,0.049,0.43,0.012,19371800
湖北省,Yangtze River Basin,咸宁湖心,09-15 00:00,3,29.2,9,7.6,170.3,44.9,8.0,0.05,0.089,1.61,0.006,184903100
湖北省,Yangtze River Basin,富水水库,09-15 00:00,1,31.1,9,9.3,158.0,7.4,3.3,0.02,0.010,0.38,0.014,30467000
湖南省,Yangtze River Basin,蒋家嘴,09-15 00:00,2,27.0,8,5.0,197.9,33.5,0.8,0.09,0.050,0.82,0.005,25097000
湖南省,Yangtze River Basin,万家嘴,09-15 00:00,2,31.6,7,5.1,241.0,24.7,1.4,0.02,0.047,1.45,0.002,437910
湖南省,Yangtze River Basin,万子湖,09-15 00:00,3,30.1,8,6.4,214.7,89.5,1.3,0.02,0.079,1.54,0.004,11003100
湖南省,Yangtze River Basin,南嘴,09-15 00:00,3,29.7,8,5.4,261.5,127.3,1.8,0.02,0.062,1.47,0.005,937961
湖南省,Yangtze River Basin,小河嘴,09-15 00:00,2,29.2,7,6.2,226.2,50.9,1.5,0.02,0.041,1.40,0.003,52013400
湖南省,Yangtze River Basin,大通湖,09-15 00:00,4,27.4,8,7.9,314.3,92.0,4.7,0.02,0.124,1.08,0.006,24614500
湖南省,Yangtze River Basin,头山,09-15 00:00,1,29.1,8,7.4,104.0,1.7,0.9,0.02,0.005,0.48,0.009,1456000
广东省,Pearl River Basin,渠首,09-15 00:00,3,30.8,9,8.7,100.8,25.8,6.3,0.02,0.020,0.98,0.014,40725690
广东省,Pearl River Basin,良德水库,09-15 00:00,0,30.8,8,7.9,65.2,4.4,1.5,0.02,0.010,0.17,0.006,1824850
广西壮族自治区,Pearl River Basin,龙岩滩水库,09-14 20:00,1,31.1,9,17.9,240.8,97.9,2.1,0.02,0.020,1.69,0.004,1901929
海南省,Pearl River Basin,大隆水库出口,09-14 20:00,1,29.2,8,7.8,117.8,2.7,2.0,0.02,0.012,0.43,0.012,6066450.00
海南省,Pearl River Basin,松涛水库南丰库心,09-15 00:00,0,28.9,8,7.5,87.2,1.2,1.4,0.02,0.007,0.16,0.004,1512280
海南省,Pearl River Basin,大广坝水库库心,09-14 20:00,5,26.0,7,7.5,57.3,145.1,4.5,0.02,0.249,2.33,0.007,9240810
重庆市,Yangtze River Basin,玉滩水库,09-15 00:00,2,32.9,9,26.8,295.9,12.0,5.8,0.02,0.018,0.63,0.055,5873554
四川省,Yangtze River Basin,鲁班岛,09-14 20:00,1,30.5,9,8.7,227.4,9.6,2.3,0.02,0.017,0.36,0.003,6534254
四川省,Yangtze River Basin,邛海湖心,09-14 20:00,1,27.8,8,6.8,306.4,1.7,2.1,0.02,0.012,0.15,0.004,18708
贵州省,Yangtze River Basin,贵铝泵房,09-15 00:00,1,0,9,8.5,0,25.3,3.5,0.02,0.021,1.46,0.027,1985073
贵州省,Yangtze River Basin,花鱼洞,09-15 00:00,5,25.7,7,0.4,335.6,5.3,2.0,0.02,0.018,1.16,0.004,2443312
云南省,Pearl River Basin,阳宗海中,09-15 00:00,1,24.2,8,6.7,419.1,1.8,3.7,0.02,0.024,0.36,0.004,886810
云南省,Dianchi Lake Basin,灰湾中,09-15 00:00,3,22.8,8,7.7,514.0,19.3,6.9,0.30,0.067,1.15,0.008,27661090
云南省,Dianchi Lake Basin,罗家营,09-15 00:00,3,23.9,9,10.2,483.2,17.5,9.0,0.15,0.042,1.21,0.007,66985900
云南省,Dianchi Lake Basin,观音山东,09-14 20:00,3,22.9,9,12.1,531.0,14.6,7.6,0.05,0.070,1.25,0.006,127715300
云南省,Dianchi Lake Basin,观音山中,09-14 20:00,3,22.8,9,8.1,511.6,14.3,7.1,0.30,0.044,1.51,0.008,94770900
云南省,Dianchi Lake Basin,观音山西,09-15 00:00,3,22.7,8,5.5,531.4,11.3,7.5,0.37,0.046,1.57,0.006,83553500
云南省,Dianchi Lake Basin,海口西,09-15 00:00,3,24.7,9,19.1,485.2,47.5,9.4,0.02,0.047,0.83,0.044,65976300
云南省,Dianchi Lake Basin,滇池南,09-15 00:00,3,21.8,8,7.3,511.8,20.2,7.7,0.03,0.038,1.22,0.007,35411500
云南省,Dianchi Lake Basin,白鱼口,09-15 00:00,3,22.4,8,6.5,532.8,20.1,7.9,0.28,0.057,1.03,0.007,51082320
云南省,Dianchi Lake Basin,断桥,09-15 00:00,3,23.8,9,13.3,487.3,28.2,4.5,0.02,0.054,4.76,0.008,48951960
云南省,Pearl River Basin,抚仙湖心,09-15 00:00,0,23.6,9,8.3,330.2,1.3,1.3,0.02,0.007,0.14,0.002,749593
云南省,Pearl River Basin,杞麓湖心,09-15 00:00,3,22.6,9,10.2,828.6,37.6,6.4,0.02,0.070,3.10,0.006,72191020
云南省,Pearl River Basin,星云湖心,09-15 00:00,4,24.2,9,10.3,630.2,40.8,10.5,0.02,0.136,1.71,0.006,66262250
云南省,Yangtze River Basin,程海湖中,09-14 20:00,2,26.7,9,6.6,1366.4,2.8,5.3,0.02,0.014,0.82,0.003,20863
云南省,Yangtze River Basin,泸沽湖湖心(泸沽湖),09-15 00:00,0,20.5,9,7.9,208.1,2.4,0.9,0.02,0.005,0.18,0.005,846175
云南省,Pearl River Basin,异龙湖中,09-15 00:00,4,25.0,9,9.8,534.3,10.1,12.3,0.02,0.045,1.69,0.013,38315700
云南省,Southwest Rivers,洱海湖心,09-15 00:00,2,24.0,9,6.7,267.1,8.4,5.9,0.02,0.050,0.49,0.050,58572400
陕西省,Yangtze River Basin,石门水库,09-15 00:00,2,28.4,8,5.9,276.9,5.1,1.4,0.02,0.012,0.60,0.016,2767857
陕西省,Yangtze River Basin,瀛湖坝前,09-15 00:00,1,30.6,9,12.7,212.0,11.1,2.5,0.02,0.016,0.75,0.010,1667129
甘肃省,Northwest Rivers,红崖山水库,09-14 20:00,2,16.9,8,6.7,445.5,63.7,2.4,0.09,0.032,1.98,0.007,4427722
青海省,Yellow River Basin,龙羊峡库区出水口,09-14 20:00,1,16.2,8,6.4,462.4,5.0,1.6,0.02,0.005,0.60,0.004,180622
宁夏回族自治区,Yellow River Basin,鸭子荡水库,09-15 00:00,1,17.8,8,7.2,751.7,7.4,2.0,0.08,0.010,1.05,0.003,1055501
宁夏回族自治区,Yellow River Basin,沙湖,09-15 00:00,2,20.3,9,9.1,1642.9,18.2,5.4,0.02,0.024,0.31,0.026,8927280
宁夏回族自治区,Yellow River Basin,香山湖,09-15 00:00,1,19.7,8,6.1,647.4,7.2,2.0,0.11,0.005,1.03,0.003,2055833
新疆维吾尔自治区,Northwest Rivers,赛湖2,09-14 20:00,1,14.5,9,8.8,2994.3,6.6,0.5,0.16,0.005,0.40,0.009,21508
新疆维吾尔自治区,Northwest Rivers,博湖5,09-15 00:00,2,22.6,9,8.0,1344.4,1.7,4.9,0.02,0.008,0.37,0.003,1045668
新疆维吾尔自治区,Northwest Rivers,博湖7,09-15 00:00,2,21.6,8,8.8,950.5,1.8,5.4,0.02,0.012,0.41,0.005,2942169
新疆维吾尔自治区,Northwest Rivers,博湖14,09-15 00:00,2,21.9,9,7.6,1334.1,4.7,5.0,0.03,0.010,0.47,0.005,704119
新疆维吾尔自治区,Northwest Rivers,乌伦古湖码头,09-14 20:00,1,19.9,8,9.5,0,10.8,3.8,0.04,0.021,0.69,0.006,482876
天津市,Hai River Basin,于桥水库库中心,09-16 00:00,2,23.7,9,6.4,470.6,7.5,5.3,0.02,0.024,1.97,0.019,4044570
河北省,Hai River Basin,姜各庄,09-16 00:00,1,20.4,8,8.1,498.4,34.3,2.4,0.02,0.080,4.56,0.049,5881721
河北省,Hai River Basin,衡水湖大湖心,09-16 00:00,2,24.8,9,5.6,1206.6,45.4,5.3,0.02,0.044,0.44,0.007,19435800
河北省,Hai River Basin,南刘庄,09-16 00:00,4,24.0,7,2.5,553.4,19.0,5.1,0.16,0.055,2.21,0.005,3869868
河北省,Hai River Basin,烧车淀,09-16 00:00,2,23.8,8,5.6,606.8,7.8,2.0,0.02,0.034,3.73,0.002,913183
河北省,Hai River Basin,圈头,09-16 00:00,2,24.6,8,5.3,656.8,1.6,5.0,0.02,0.024,0.30,0.002,3141051
河北省,Hai River Basin,采蒲台,09-16 00:00,2,24.3,8,6.7,828.2,8.0,5.7,0.02,0.032,0.57,0.003,11297350
河北省,Hai River Basin,光淀张庄,09-16 00:00,3,24.1,8,4.3,549.7,9.2,3.1,0.02,0.021,3.15,0.003,1184347
山西省,Yellow River Basin,汾河水库出口,09-16 00:00,2,20.8,8,5.2,636.9,10.9,2.2,0.02,0.005,1.18,0.010,424708
内蒙古自治区,Songhua River Basin,小河口,09-16 00:00,5,16.4,9,8.6,1240.1,99.1,15.2,0.35,0.183,1.51,0.046,41416000
内蒙古自治区,Songhua River Basin,出口(察尔森水库),09-16 00:00,2,19.5,7,7.8,172.1,91.6,4.9,0.02,0.036,1.90,0.014,1833510
吉林省,Songhua River Basin,大丰满,09-16 00:00,2,20.9,7,7.1,149.6,18.6,4.9,0.02,0.030,2.80,0.003,3652916
吉林省,Songhua River Basin,沙石浒,09-16 00:00,3,21.5,7,6.6,121.9,38.0,5.0,0.02,0.053,2.88,0.004,9008899
吉林省,Songhua River Basin,小荒地,09-16 00:00,3,20.7,7,6.4,110.1,80.2,4.9,0.02,0.087,3.09,0.006,76607800
黑龙江省,Songhua River Basin,磨盘山水库出口,09-16 00:00,2,19.7,7,8.2,67.4,5.5,5.5,0.02,0.035,1.95,0.004,1548290
黑龙江省,Songhua River Basin,档壁镇,09-15 20:00,3,13.9,8,8.9,148.0,42.3,7.1,0.19,0.041,1.74,0.031,14144
黑龙江省,Songhua River Basin,三道,09-16 00:00,4,21.5,7,5.8,107.5,138.4,5.6,0.07,0.131,3.56,0.032,21632
黑龙江省,Songhua River Basin,电视塔,09-16 00:00,3,21.5,6,5.5,85.5,41.7,7.1,0.02,0.089,1.94,0.019,75264
上海市,Lake Tai Basin,急水港桥,09-16 00:00,2,30.2,7,5.2,663.0,59.8,4.4,0.11,0.107,1.09,0.007,21036000
江苏省,Yangtze River Basin,石臼湖省界湖心,09-16 00:00,3,29.7,9,7.4,183.6,97.7,8.3,0.02,0.097,0.69,0.020,163010800
江苏省,Lake Tai Basin,锡东水厂,09-15 20:00,4,30.7,9,6.5,276.6,95.1,4.8,0.02,0.107,1.43,0.007,30038840
江苏省,Lake Tai Basin,兰山嘴,09-16 00:00,4,30.5,7,6.9,215.6,37.2,4.7,0.15,0.105,1.04,0.013,7764056
江苏省,Lake Tai Basin,拖山,09-16 00:00,4,29.5,8,7.2,348.0,71.8,5.6,0.02,0.136,0.51,0.031,7788237
江苏省,Lake Tai Basin,五里湖心,09-16 00:00,3,29.3,7,7.1,334.2,23.7,5.2,0.03,0.086,0.53,0.003,12460600
江苏省,Lake Tai Basin,胥湖心,09-16 00:00,1,30.1,9,7.7,362.1,7.0,2.2,0.02,0.011,0.36,0.002,2866720
江苏省,Lake Tai Basin,乌龟山南,09-16 00:00,2,30.1,8,6.8,430.8,159.3,2.8,0.02,0.043,0.67,0.005,32784800
江苏省,Lake Tai Basin,阳澄湖心,09-16 00:00,2,29.5,8,7.5,345.0,17.7,5.2,0.03,0.039,0.46,0.013,9030510
江苏省,Huai River Basin,老山乡,09-16 00:00,4,27.4,8,6.9,519.8,66.3,4.5,0.02,0.139,1.50,0.014,12459300
江苏省,Huai River Basin,蒋坝镇,09-16 00:00,2,27.6,8,6.2,507.1,48.5,5.5,0.05,0.030,0.38,0.002,4222810
江苏省,Huai River Basin,高良涧镇,09-16 00:00,4,26.8,8,7.1,480.5,108.8,6.4,0.02,0.184,0.37,0.025,18222000
江苏省,Huai River Basin,洪金,09-16 00:00,3,26.4,7,4.9,444.5,31.4,8.1,0.04,0.068,1.39,0.026,23884900
江苏省,Huai River Basin,临淮乡,09-16 00:00,5,26.1,8,6.4,584.7,150.7,7.6,0.02,0.233,1.51,0.004,31307310
江苏省,Huai River Basin,龙集镇北,09-16 00:00,3,27.0,8,6.9,573.5,63.8,4.1,0.04,0.083,0.27,0.024,16709600
江苏省,Huai River Basin,骆马湖乡,09-16 00:00,3,24.4,8,8.1,523.0,96.9,5.5,0.05,0.054,1.38,0.009,14449860
江苏省,Huai River Basin,三场,09-16 00:00,3,26.6,8,4.3,395.6,161.1,5.5,0.02,0.067,0.81,0.0003,12749570
浙江省,Zhejiang-Fujian Rivers,北湖中心,09-15 20:00,2,29.4,7,5.1,93.6,22.6,3.7,0.03,0.039,0.98,0.018,962615
浙江省,Zhejiang-Fujian Rivers,铜山源水库,09-15 20:00,1,30.5,8,6.4,81.0,5.9,0.9,0.02,0.020,0.21,0.018,9137000
浙江省,Zhejiang-Fujian Rivers,里石门水库,09-16 00:00,1,29.0,7,6.1,67.7,3.1,2.1,0.02,0.008,0.32,0.011,4335473
安徽省,Chao Lake Basin,湖滨,09-16 00:00,5,29.4,8,6.2,302.0,82.6,6.4,0.02,0.241,2.04,0.010,13604520
安徽省,Chao Lake Basin,黄麓,09-16 00:00,3,28.9,9,8.3,281.2,117.5,5.7,0.02,0.069,0.48,0.033,106555900
安徽省,Chao Lake Basin,靠近大坝,09-16 00:00,1,29.0,8,6.6,114.9,8.6,3.5,0.02,0.024,0.31,0.022,15431180
安徽省,Chao Lake Basin,新河入湖区,09-16 00:00,5,27.4,9,7.8,333.5,111.5,8.4,0.02,0.264,1.41,0.009,131668200
安徽省,Chao Lake Basin,西半湖湖心,09-16 00:00,5,28.4,9,7.2,306.8,47.4,6.6,0.02,0.259,0.80,0.012,12015630
安徽省,Chao Lake Basin,龟山,09-16 00:00,3,29.5,9,6.7,269.9,56.5,5.0,0.02,0.076,1.44,0.008,32017800
安徽省,Chao Lake Basin,东半湖湖心,09-16 00:00,3,29.0,9,7.2,280.0,62.6,5.9,0.02,0.079,0.63,0.028,25505610
安徽省,Chao Lake Basin,兆河入湖区,09-16 00:00,4,28.7,8,7.2,255.0,54.6,5.8,0.02,0.123,1.47,0.014,113180100
安徽省,Huai River Basin,瓦埠湖,09-16 00:00,2,26.7,8,5.0,292.1,47.1,5.3,0.04,0.046,0.72,0.004,19024130
安徽省,Huai River Basin,焦岗湖,09-16 00:00,3,25.6,8,6.0,810.3,97.6,7.4,0.14,0.050,0.59,0.023,18176630
安徽省,Yangtze River Basin,龙感湖湖心（皖）,09-16 00:00,4,25.9,8,7.5,171.9,178.0,6.7,0.02,0.116,0.84,0.029,50919480
安徽省,Yangtze River Basin,武昌湖,09-15 20:00,3,30.2,8,6.9,145.1,23.5,6.5,0.03,0.087,1.06,0.006,5762382
安徽省,Yangtze River Basin,花亭湖坝前,09-15 20:00,1,30.4,8,6.4,112.9,1.5,1.9,0.02,0.013,0.42,0.005,535783
安徽省,Yangtze River Basin,大官湖,09-16 00:00,3,27.0,8,8.4,228.4,84.4,6.0,0.02,0.059,0.63,0.014,32055630
安徽省,Yangtze River Basin,太平湖湖心,09-16 00:00,1,30.4,9,7.3,91.7,6.6,2.1,0.02,0.007,0.05,0.004,11406460
安徽省,Yangtze River Basin,南漪湖西湖湖心,09-16 00:00,3,30.4,8,7.3,166.6,34.6,6.8,0.02,0.072,1.65,0.033,169518300
福建省,Zhejiang-Fujian Rivers,山美水库库心,09-16 00:00,0,31.3,9,8.1,116.8,4.0,1.8,0.02,0.009,1.11,0.026,12757900
江西省,Yangtze River Basin,南矶山,09-16 00:00,4,30.7,7,3.1,219.1,119.0,12.4,0.87,0.198,1.22,0.03,11875500
江西省,Yangtze River Basin,蛤蟆石,09-15 20:00,3,30.5,7,4.1,174.6,136.6,2.5,0.02,0.079,0,0.001,631566
江西省,Yangtze River Basin,都昌,09-15 16:00,3,31.9,7,3.6,166.1,164.0,1.8,0.09,0.072,2.06,0.007,7669141
江西省,Yangtze River Basin,仙女湖湖心岛,09-16 00:00,3,31.2,8,4.8,219.9,7.6,4.8,0.20,0.099,0.91,0.007,29142590
山东省,Huai River Basin,崂山水库中心,09-15 20:00,5,25.8,7,1.5,235.5,8.0,3.4,0.07,0.020,2.59,0.027,1730000
山东省,Huai River Basin,峡山水库库中,09-16 00:00,2,26.4,8,6.3,640.6,12.9,4.9,0.09,0.039,0.88,0.005,9365450.00
山东省,Huai River Basin,二级坝,09-16 00:00,3,27.3,8,3.8,736.9,8.7,5.1,0.06,0.041,0.92,0.019,15250000
山东省,Huai River Basin,云蒙湖湖心,09-16 00:00,3,26.8,8,4.4,422.8,4.3,3.8,0.02,0.037,7.92,0.008,3429780
山东省,Hai River Basin,北湖,09-16 00:00,1,25.9,9,8.5,958.3,3.6,2.8,0.02,0.011,1.40,0.015,10955640
河南省,Huai River Basin,白龟山水库,09-16 00:00,3,26.3,8,3.9,399.7,6.5,3.5,0.06,0.028,0.72,0.015,3554060
河南省,Huai River Basin,昭平台水库,09-15 20:00,1,26.5,8,6.7,246.0,12.4,2.6,0.02,0.023,0.48,0.020,2375611
河南省,Yangtze River Basin,宋岗,09-16 00:00,1,27.8,8,6.4,291.9,3.4,1.8,0.02,0.008,0.74,0.005,1253210
河南省,Yangtze River Basin,陶岔,09-16 00:00,1,27.2,8,6.8,264.7,1.8,1.5,0.02,0.006,0.89,0.004,839982
河南省,Huai River Basin,饮用水源地取水口,09-16 00:00,2,26.6,8,5.5,155.0,5.2,3.6,0.02,0.012,0.47,0.007,1189867
河南省,Huai River Basin,鲇鱼山水库大坝北,09-15 20:00,2,26.1,7,5.6,93.5,2.9,3.4,0.06,0.012,0.47,0.013,2125417
河南省,Yellow River Basin,南山,09-15 20:00,1,24.8,8,6.8,952.1,25.1,1.8,0.02,0.021,2.72,0.004,2623861
湖北省,Yangtze River Basin,江夏湖心,09-16 00:00,4,28.3,8,7.5,186.7,63.5,11.2,0.02,0.095,1.08,0.018,131055200
湖北省,Yangtze River Basin,西梁子湖湖心（南北嘴）,09-16 00:00,3,29.1,8,7.6,164.7,39.8,6.0,0.02,0.052,0.91,0.003,79833700
湖北省,Yangtze River Basin,牛山湖湖心,09-16 00:00,3,28.8,8,5.8,195.9,33.0,6.2,0.09,0.051,0.30,0.004,35654460
湖北省,Yangtze River Basin,西梁子湖湖北,09-16 00:00,4,28.4,8,5.5,166.7,48.7,6.1,0.08,0.116,1.10,0.004,40090720
湖北省,Yangtze River Basin,西梁子湖湖南,09-16 00:00,3,27.2,8,6.8,163.3,30.4,5.9,0.02,0.051,0.66,0.002,97854460
湖北省,Yangtze River Basin,丹江口水库坝上中,09-16 00:00,0,26.6,8,7.7,248.1,2.8,1.2,0.06,0.010,0.77,0.096,12914000
湖北省,Yangtze River Basin,隔河岩水库坝上,09-16 00:00,0,22.1,9,8.0,170.0,1.9,0.9,0.02,0.009,1.52,0.0001,3251786
湖北省,Yangtze River Basin,梁子岛水源(七星),09-16 00:00,3,30.2,9,7.8,167.0,31.8,6.4,0.08,0.063,0.99,0.032,161072000
湖北省,Yangtze River Basin,漳河水库库心,09-16 00:00,0,28.2,8,7.8,304.5,1.5,1.9,0.02,0.005,0.50,0.001,4573251
湖北省,Yangtze River Basin,湖心A(洪湖湖心A),09-16 00:00,5,27.4,8,4.6,345.5,391.2,13.0,0.02,0.390,1.31,0.007,183258200
湖北省,Yangtze River Basin,杨柴湖,09-16 00:00,3,27.6,8,4.7,349.5,84.2,6.1,0.08,0.076,0.76,0.006,6124634
湖北省,Yangtze River Basin,排水闸,09-16 00:00,4,27.5,8,5.9,345.5,218.8,7.4,0.02,0.157,1.90,0.020,105251000
湖北省,Yangtze River Basin,湖心B(洪湖湖心B),09-16 00:00,5,26.6,8,6.6,348.0,584.4,12.7,0.40,0.259,5.90,0.012,179430
湖北省,Yangtze River Basin,白莲河水库坝上,09-15 20:00,2,30.0,8,7.6,96.0,5.9,3.3,0.02,0.046,0.44,0.012,19606290
湖北省,Yangtze River Basin,咸宁湖心,09-16 00:00,4,28.9,9,6.5,174.3,60.8,8.2,0.14,0.102,1.70,0.005,279954400
湖北省,Yangtze River Basin,富水水库,09-16 00:00,1,30.0,9,8.5,156.5,8.6,3.5,0.02,0.009,0.44,0.011,100904000
湖南省,Yangtze River Basin,岳阳楼,09-16 00:00,3,30.2,8,6.2,256.9,49.0,1.4,0.02,0.072,1.70,0.003,233558
湖南省,Yangtze River Basin,蒋家嘴,09-16 00:00,3,26.9,8,5.2,199.8,34.9,0.8,0.12,0.069,1.17,0.006,22973000
湖南省,Yangtze River Basin,万家嘴,09-16 00:00,2,31.1,7,5.0,219.5,16.9,1.4,0.14,0.045,1.55,0.002,430318
湖南省,Yangtze River Basin,万子湖,09-16 00:00,3,29.2,8,7.1,211.8,89.6,1.5,0.02,0.081,1.57,0.004,9701940
湖南省,Yangtze River Basin,南嘴,09-16 00:00,3,29.2,8,5.9,303.7,133.3,1.6,0.02,0.051,1.53,0.006,1013579
湖南省,Yangtze River Basin,小河嘴,09-16 00:00,2,28.9,8,6.8,224.0,67.9,1.7,0.02,0.049,1.26,0.003,52125500
湖南省,Yangtze River Basin,大通湖,09-16 00:00,4,27.4,8,8.2,320.0,142.6,5.7,0.02,0.184,1.23,0.004,28617400
湖南省,Yangtze River Basin,头山,09-16 00:00,0,28.6,8,7.5,103.8,1.9,0.9,0.02,0.005,0.51,0.011,1871000
广东省,Pearl River Basin,渠首,09-16 00:00,3,31.1,9,8.8,102.0,19.5,6.8,0.02,0.023,1.03,0.018,42271890
广东省,Pearl River Basin,良德水库,09-16 00:00,0,30.7,8,7.8,65.2,4.0,1.6,0.02,0.010,0.16,0.006,1936580
广西壮族自治区,Pearl River Basin,龙岩滩水库,09-15 20:00,1,30.5,9,15.3,237.5,35.8,2.1,0.02,0.022,1.59,0.004,2161305
海南省,Pearl River Basin,大隆水库出口,09-15 20:00,1,28.8,8,8.0,116.5,3.0,2.0,0.02,0.012,0.48,0.020,10401300.00
海南省,Pearl River Basin,松涛水库南丰库心,09-16 00:00,0,29.3,8,8.0,86.7,1.4,1.4,0.02,0.006,0.16,0.004,1299077
海南省,Pearl River Basin,大广坝水库库心,09-15 20:00,5,26.3,7,7.6,59.6,140.2,4.4,0.02,0.241,2.35,0.007,9389000
重庆市,Yangtze River Basin,玉滩水库,09-16 00:00,2,32.7,9,25.2,295.5,11.8,5.7,0.02,0.021,0.65,0.057,4983874
四川省,Yangtze River Basin,鲁班岛,09-15 20:00,1,29.6,9,8.6,227.2,105.6,2.5,0.02,0.016,0.36,0.003,11717430
四川省,Yangtze River Basin,邛海湖心,09-15 20:00,1,27.7,8,7.3,305.6,1.9,2.2,0.02,0.012,0.12,0.004,18570
贵州省,Yangtze River Basin,贵铝泵房,09-16 00:00,1,26.8,9,6.9,0,0,3.3,0.02,0.020,1.54,0.024,2138422
贵州省,Yangtze River Basin,花鱼洞,09-16 00:00,5,25.2,7,0.3,334.0,5.2,1.9,0.06,0.015,1.15,0.003,2352331
贵州省,Pearl River Basin,万峰湖(万峰湖湖心),09-16 00:00,0,28.1,8,9.3,378.1,4.5,1.1,0.02,0.008,3.27,0.084,421618
云南省,Pearl River Basin,阳宗海中,09-16 00:00,1,24.9,8,6.8,420.0,1.7,3.6,0.02,0.021,0.34,0.004,929743
云南省,Dianchi Lake Basin,草海中心,09-16 00:00,3,24.5,8,9.5,408.5,32.7,8.1,0.02,0.066,2.43,0.015,81682200
